id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,year_found
8426749,"2 bedrooms w/5beds, main floor home;15min downtown",11279708,Conan,Haller Lake,47.70901,-122.33706,Entire home/apt,81,2,104,8/3/2019,2.19,3,5,2019
8426827,Amazing Ballard - 85 Walk Score!,1212520,Jeremy And Rachael,Loyal Heights,47.68282,-122.37708,Entire home/apt,115,3,128,8/6/2019,2.7,4,337,2019
8431453,"bedroom in  Ballard, New Townhouse",42870395,Xia,Adams,47.67037,-122.3812,Private room,64,3,84,8/2/2019,1.76,1,341,2019
8441477,Phinney Ridge Bungalow,42640004,Nicholas And Rebecca,Phinney Ridge,47.67774,-122.35671,Entire home/apt,400,1,70,8/15/2017,1.48,1,351,2019
8446541,1 bedroom & living room 4+ guests; 15 min downtown,11279708,Conan,Haller Lake,47.7069,-122.33743,Private room,50,2,84,7/25/2019,1.77,3,5,2019
8446689,Penthouse with Wrap Around Deck,23709757,Tamara,Pioneer Square,47.60069,-122.33469,Entire home/apt,350,5,24,9/16/2018,0.51,3,364,2019
8474584,"Entire Place with parking on E line, 203",394231,Sonny,Greenwood,47.70447,-122.34537,Entire home/apt,80,2,31,8/3/2019,0.66,4,335,2019
8497755,New studio apt in a lake view home.,3719815,Beth,Leschi,47.59452,-122.2947,Entire home/apt,90,5,17,9/13/2017,0.41,1,77,2019
8503556,picture perfect craftsman bungalow,34923136,Noelle,Genesee,47.56371,-122.38133,Entire home/apt,127,2,32,7/20/2019,0.83,1,25,2019
8505940,Cozy room near UW,30804330,David,Montlake,47.63639,-122.3024,Private room,63,3,194,8/14/2019,4.09,3,22,2019
8507062,Pleasant room near UW,30804330,David,Montlake,47.63713,-122.30271,Private room,63,3,203,8/17/2019,4.28,3,16,2019
8507728,SOMOS - located in the heart of West Seattle,44801074,Karoline,Genesee,47.56842,-122.3892,Entire home/apt,149,2,4,9/25/2017,0.16,1,0,2019
8507873,Capitol Hill Cute Space,44801828,Kelli,Stevens,47.6218,-122.30829,Entire home/apt,100,2,5,11/10/2015,0.11,1,0,2019
8515408,Top of Queen Anne Hill studio.,3502513,Jennifer,West Queen Anne,47.63804,-122.36091,Entire home/apt,125,2,66,1/13/2019,1.41,1,72,2019
8517235,Heart of Seattle,44846373,Kevin,Belltown,47.61171,-122.34753,Entire home/apt,245,2,17,7/23/2017,0.37,1,26,2019
8524349,Ballard studio - 85 Walk Score!,1212520,Jeremy And Rachael,Loyal Heights,47.68344,-122.37759,Entire home/apt,80,2,139,8/3/2019,2.94,4,338,2019
8524565,Convenient Private Bed & Bath,17978322,Matthew,North College Park,47.69146,-122.34292,Private room,60,1,29,6/30/2016,0.62,2,0,2019
8533375,Daylit 1-Bedroom apartment,42146727,Alison And Crai,Wallingford,47.66332,-122.32576,Entire home/apt,105,2,179,7/31/2019,3.84,1,323,2019
8536441,Sunny Apartment Retreat,25138851,Mary,Green Lake,47.67336,-122.32733,Entire home/apt,85,3,88,7/23/2019,1.88,1,24,2019
8538420,Spectacular City View apartment,43798906,Terry,North Admiral,47.57306,-122.3744,Entire home/apt,175,7,24,6/29/2017,0.51,3,352,2019
8539074,a house full of artists,43629609,Om,Mann,47.60981,-122.29734,Shared room,36,1,22,9/4/2018,0.47,3,229,2019
8555088,Beautiful townhouse minutes from everything,8978950,Andrew,Mann,47.6045,-122.29801,Private room,225,1,4,8/26/2017,0.11,1,89,2019
8570726,Gorgeous House On Private Marina,45107493,Seattle,East Queen Anne,47.64557,-122.34817,Entire home/apt,650,3,60,7/24/2019,1.31,2,304,2019
8575663,Masterbed/bath suite with a view,36057637,Martha,Lower Queen Anne,47.6277,-122.3449,Private room,139,2,3,9/21/2016,0.07,4,47,2019
8579219,Sunny House on Beacon Hill,538143,David,Mid-Beacon Hill,47.55588,-122.30475,Entire home/apt,175,3,2,8/23/2016,0.05,1,0,2019
8590758,Ensuite queen bed in Cap Hill,45211267,Chipalo,Minor,47.60234,-122.31145,Private room,80,3,108,8/1/2019,2.49,2,33,2019
8597800,Relaxing & Spacious Suite,10657225,Joan,Columbia City,47.55487,-122.27783,Private room,69,1,34,9/7/2016,0.72,1,0,2019
8606766,1 bd/full bath near Seattle Center,36057637,Martha,Lower Queen Anne,47.62654,-122.34437,Private room,119,2,1,9/21/2016,0.03,4,23,2019
8608525,Private room with landscaped patio,36057637,Martha,Lower Queen Anne,47.62738,-122.34425,Private room,139,2,2,9/22/2016,0.04,4,47,2019
8612922,Spacious Laurelhurst Hideaway,41402752,Kendall,Laurelhurst,47.65724,-122.28477,Entire home/apt,100,1,286,8/14/2019,6.07,1,222,2019
8613762,One Bedroom Apt Downtown + parking,14904632,Wes,First Hill,47.61172,-122.33015,Entire home/apt,95,3,179,8/4/2019,4.11,1,292,2019
8613792,Room in house,45313817,Nicholas,Stevens,47.62339,-122.30777,Private room,150,1,1,10/7/2015,0.02,1,0,2019
8614932,2 bd / 2 bath Fremont Townhouse w/ backyard,9152620,Matt,Fremont,47.6636,-122.35112,Entire home/apt,145,400,4,9/4/2017,0.15,1,177,2019
8616488,"Capitol Hill Studio. Clean. Modern. 
98 Walk Score",29755473,Roy,Broadway,47.61521,-122.31315,Entire home/apt,135,2,212,7/30/2019,4.54,1,63,2019
8626068,Cozy Cap Hill Studio,21259382,Ryan,Broadway,47.62073,-122.3171,Entire home/apt,100,2,0,,,1,0,2019
8627921,Dahl House in Columbia City,34946797,Linda & Peter,Columbia City,47.56086,-122.27597,Entire home/apt,70,2,245,8/15/2019,5.22,1,308,2019
8630702,Private 2 BR Ballard Flat,38370991,Joel And Sarah,Loyal Heights,47.68327,-122.37732,Entire home/apt,225,2,189,8/2/2019,5.18,1,142,2019
8632651,modern garden apt-monthly rates & pets,11299221,Kelly,Fremont,47.65528,-122.34726,Entire home/apt,135,2,105,8/11/2019,2.32,6,131,2019
8637174,Charming Belltown Corner Studio,13200167,Kumail,Belltown,47.61643,-122.34175,Entire home/apt,109,1,383,8/2/2019,8.11,2,204,2019
8645226,West Seattle warm and welcoming....,41178788,Ronda,Seaview,47.55691,-122.38826,Private room,59,1,11,11/23/2015,0.23,1,0,2019
8653722,Greenwood Garden Studio,45479019,Leif,Greenwood,47.69821,-122.36172,Entire home/apt,85,3,94,8/1/2019,2,1,23,2019
8666707,Mid-Century Mdrn by Famous Archit.,45189332,Shawn,Mann,47.6105,-122.29726,Entire home/apt,80,4,10,3/27/2018,0.22,1,0,2019
8683011,Priv. Room in the center of Fremont,1744441,Daniel,Fremont,47.65202,-122.3519,Private room,110,1,6,12/7/2015,0.13,1,0,2019
8684315,"Calm, Sparkling Home in the Heart of Capitol Hill",45601796,Mike,Broadway,47.62767,-122.32145,Private room,66,1,307,8/2/2019,6.58,1,0,2019
8686344,Charming Queen Anne home.,43163792,Eleanor,North Queen Anne,47.64529,-122.36809,Private room,100,1,397,8/15/2019,9.44,1,319,2019
8699046,Primely Located Fremont Apartment,12832332,Kara,Fremont,47.65191,-122.34961,Entire home/apt,120,1,2,5/30/2016,0.05,1,0,2019
8701578,Stylish Apt close to Convention Ctr,45680524,Hsiu,First Hill,47.61325,-122.32898,Entire home/apt,77,90,17,7/31/2018,0.37,2,359,2019
8717068,Tiny House in Wedgwood,5474268,Maya,Meadowbrook,47.69829,-122.29604,Entire home/apt,65,2,68,7/27/2019,1.49,1,105,2019
8717758,Restful stop in Seattle!,42627942,Hannah,Greenwood,47.70392,-122.35443,Private room,35,1,36,7/26/2019,0.84,2,345,2019
8734809,"Bright, Cozy and Spacious 1 Bedroom",10553813,Erin,Mount Baker,47.5653,-122.28472,Entire home/apt,85,3,101,7/25/2019,2.23,1,174,2019
8737284,Cozy apt. w/ spacious balcony,27628925,Emmett,North Beacon Hill,47.58778,-122.31692,Entire home/apt,100,2,6,8/19/2017,0.13,1,0,2019
8755479,"2 bedroom & 2 bath, large deck VIEW in Queen Anne",6097842,Brittain,East Queen Anne,47.62983,-122.34687,Entire home/apt,295,30,18,8/18/2018,0.38,1,156,2019
8761147,Cheerful PhinneyWood Home,1883991,Kirsten,Greenwood,47.68401,-122.35915,Entire home/apt,275,4,5,7/8/2017,0.13,1,0,2019
8762727,Seattle Center at your door step.,31318684,Mike,Lower Queen Anne,47.62417,-122.3472,Entire home/apt,115,2,9,10/24/2016,0.19,1,0,2019
8766231,Charming House in Seattle - close to everything!,2766687,Karen,Bryant,47.66292,-122.289,Entire home/apt,125,3,11,1/2/2018,0.47,1,0,2019
8780358,West Seattle; Admiral - by Alki beach,3265476,Regina & Bo,North Admiral,47.58433,-122.39605,Entire home/apt,114,1,241,8/5/2019,5.22,2,336,2019
8785768,Private Suite in Modern Home 2 miles from Downtown,1254153,Johnny,North Beacon Hill,47.58838,-122.31619,Private room,85,1,278,8/15/2019,7.4,1,103,2019
8792322,Greenwood Cozy Nook.,42627942,Hannah,Greenwood,47.70274,-122.3532,Private room,35,1,23,8/3/2019,0.62,2,231,2019
8799162,"Seattle private studio apt, kitchen & bath Ballard",46108145,Mary,Phinney Ridge,47.66837,-122.35967,Entire home/apt,75,2,124,7/30/2019,2.89,1,128,2019
8811945,"Large, basement mother-In-law apartment.",43606065,Maureen,North Queen Anne,47.64266,-122.37108,Entire home/apt,100,6,0,,,1,0,2019
8814802,Private Room near Lake Washington!,3329218,Andrew And Amanda,Leschi,47.60071,-122.29327,Private room,100,1,55,8/11/2019,1.39,1,75,2019
8817038,Ballard Sunset View with Parking,3656709,Bryan,West Woodland,47.66521,-122.36246,Entire home/apt,200,4,116,1/15/2019,2.5,1,1,2019
8831088,Super-hip luxury SLU apartment,33698546,Stone,South Lake Union,47.6233,-122.33197,Entire home/apt,110,4,0,,,1,0,2019
8842808,Wallingford home near UW & excellent walkability,46308811,Barbara,Wallingford,47.66423,-122.33905,Entire home/apt,195,3,23,7/15/2019,0.53,1,29,2019
8843492,Stunning Luxury Lake View Home,46312004,Crystal,Mount Baker,47.57031,-122.28047,Entire home/apt,550,2,8,7/7/2019,0.22,1,10,2019
8845310,Sweet Little House,1119024,Marin,Columbia City,47.5468,-122.27807,Entire home/apt,175,2,25,8/4/2019,0.63,3,0,2019
8847108,Cozy Cottage in Madrona,5976789,Toby,Madrona,47.61152,-122.28882,Entire home/apt,90,2,48,10/17/2016,1.03,1,0,2019
8847951,Private Artsy 2 BD Apartment,10952526,Terry & Kate,North Delridge,47.56837,-122.35686,Entire home/apt,99,2,104,8/6/2019,2.48,1,207,2019
8848337,Cozy & Charming Guesthouse w/Beautiful Cabin Feel!,28291167,Keri,Lower Queen Anne,47.63176,-122.35994,Entire home/apt,99,2,35,8/17/2019,8.75,1,104,2019
8859661,"Cozy, friendly West Seattle apt",46380536,Susan,Gatewood,47.54165,-122.38497,Entire home/apt,75,7,46,7/17/2018,1.27,1,0,2019
8866927,Ballard Backyard Bungalow,18687921,Tim,Loyal Heights,47.68036,-122.38548,Entire home/apt,77,2,298,8/17/2019,6.59,1,285,2019
8869680,Great Location HEART of UW Studio Near Everything,8026420,Sheldon,University District,47.65707,-122.31426,Entire home/apt,85,1,192,8/3/2019,4.11,2,326,2019
8870139,The Carriage House,46428878,Curtis,North College Park,47.69465,-122.33277,Entire home/apt,79,3,21,12/23/2018,0.47,2,237,2019
8884826,Happy Central Seattle Townhouse,1608733,Beantown,Minor,47.60287,-122.30856,Entire home/apt,142,2,156,7/28/2019,3.47,1,116,2019
8889257,Elegance in Historic Queen Anne,25899989,Ellie,West Queen Anne,47.62951,-122.36763,Entire home/apt,155,2,183,4/27/2019,4.09,1,0,2019
8891577,Sky High Penthouse. 100 Walkscore 3BD,8534462,Corp Condos & Apts,Belltown,47.61521,-122.33546,Entire home/apt,600,2,18,7/21/2019,0.4,361,173,2019
8902887,"Bright 2 bed Columbia City, Seattle",2074144,Julie & George,Columbia City,47.56833,-122.29036,Entire home/apt,150,1,24,11/26/2016,0.52,1,0,2019
8918770,"2BD/2BA Cute, Cozy, Craftsman House, 85 Walk Score",46641300,Tom,Madrona,47.61334,-122.29361,Entire home/apt,170,2,168,8/5/2019,3.97,1,42,2019
8919372,Convenient 1BD Apt in Capitol Hill,21935332,Khanie,Broadway,47.61541,-122.32497,Entire home/apt,121,360,24,10/24/2016,0.52,1,358,2019
8921924,Single and Sunny in Seattle,6033000,Logan,Olympic Hills,47.723,-122.30346,Private room,46,1,98,8/6/2019,2.18,3,167,2019
8923774,Chic craftsman apartment,11984004,Molly,Roosevelt,47.68511,-122.3183,Entire home/apt,85,1,170,7/31/2019,3.73,1,341,2019
8939433,"The Southwestern Room, 10 min drive to downtown",26967583,Dario,University District,47.66491,-122.30976,Private room,41,1,169,10/26/2018,3.64,143,29,2019
8941541,"Pike/Pine 2-BR, steps from everything Capitol Hill",986445,Tri,Broadway,47.61638,-122.31543,Entire home/apt,99,3,302,8/13/2019,7.49,2,26,2019
8941768,Queen Anne Living,3022709,Laura,East Queen Anne,47.6328,-122.34656,Entire home/apt,250,2,9,8/28/2017,0.2,1,41,2019
8942678,Lovely Queen Anne home,46675077,Susanna,West Queen Anne,47.63563,-122.35888,Entire home/apt,450,2,1,12/1/2015,0.02,1,0,2019
8944184,Lovely 2 Bdrm Home in Greenwood,46754122,Elizabeth,Greenwood,47.69323,-122.36248,Entire home/apt,140,2,1,9/18/2016,0.03,1,0,2019
8952253,Clean and Comfy Columbia City Home,27811196,Imran,Columbia City,47.55394,-122.28565,Entire home/apt,97,2,4,2/1/2016,0.09,1,0,2019
8956631,Perfect & Clean Downtown Studio,35961304,Marianne,Belltown,47.61451,-122.34033,Entire home/apt,129,1,352,8/1/2019,7.58,6,154,2019
8968494,"Bright, private room in modern town",6979871,Beate,Fremont,47.65963,-122.35085,Private room,50,1,2,11/28/2015,0.04,2,0,2019
8995844,"Charm, convenience in Wallingford",964658,Marina,Wallingford,47.66407,-122.33538,Entire home/apt,275,5,1,11/29/2015,0.02,1,0,2019
9012948,Cozy apartment in Downtown,3954802,Omar,International District,47.60117,-122.327,Entire home/apt,130,1,2,5/4/2016,0.04,1,0,2019
9013441,Apt w/kitchen & deck 1.5 blocks from light rail,47064683,Brook And Cat,North Beacon Hill,47.58123,-122.31045,Entire home/apt,116,21,104,6/20/2019,2.32,1,53,2019
9014111,Flora Farm House,47068498,Steph,Georgetown,47.54388,-122.3198,Private room,40,3,0,,,1,0,2019
9015088,"Spacious condo with gorgeous water views,",29133654,Muna,Adams,47.6755,-122.38891,Entire home/apt,135,1,5,1/2/2016,0.11,3,0,2019
9023202,Capital Hill Home in Seattle,47106886,Florence,Stevens,47.63389,-122.30429,Entire home/apt,399,4,0,,,1,0,2019
9025039,Cute Bungalow-Close to Everything!,68155,Lori,West Queen Anne,47.63875,-122.36797,Entire home/apt,150,1,2,1/1/2016,0.05,1,0,2019
9033154,The Wallingford Bungalow,47151070,Jennifer,Wallingford,47.66098,-122.33348,Entire home/apt,450,4,0,,,1,0,2019
9034515,Stylish and Quaint North Beach Cottage,11949338,Laila,North Beach/Blue Ridge,47.69324,-122.39412,Entire home/apt,100,2,185,8/15/2019,4.11,1,92,2019
9049018,Elliot Bay Condo,47213976,Colin,Lower Queen Anne,47.62455,-122.36332,Entire home/apt,100,1,2,4/30/2016,0.04,1,0,2019
9054035,Cozy Eastlake Studio,46533195,Kelly,Eastlake,47.64077,-122.32818,Entire home/apt,65,2,38,8/10/2019,5.21,1,6,2019
9061868,2 Bdm Chic Penthouse Convention Ctr,34779932,Marc,First Hill,47.61245,-122.33034,Entire home/apt,189,30,38,9/19/2017,0.85,3,311,2019
9067268,Spacious Multi-windowed Rm in UDist,724729,Tania,Ravenna,47.6682,-122.29947,Private room,55,5,25,7/26/2019,0.57,3,326,2019
9068419,Tranquil Secluded Studio Steps from Woodland Park,32377507,Hugo,Fremont,47.6644,-122.3485,Entire home/apt,90,1,258,8/2/2019,5.61,3,135,2019
9074837,Spacious private suite like living,7182858,Anj,Laurelhurst,47.66095,-122.28686,Entire home/apt,197,1,4,6/15/2017,0.09,1,0,2019
9076287,Spacious bedroom - Purple House,16975412,Alicia,Mann,47.61763,-122.30056,Private room,78,1,17,7/8/2018,0.37,2,229,2019
9094366,"Christmas in the city, no car req'd",30653236,Allison,North Beacon Hill,47.58004,-122.30709,Entire home/apt,250,4,0,,,2,0,2019
9095510,Two spacious bedrooms -Purple House,16975412,Alicia,Mann,47.61819,-122.30192,Private room,116,1,26,6/24/2018,0.65,2,229,2019
9096972,"MidCentury Retreat, Puget Sound, Blake Is. View",47428920,Kevin & Susan,Seaview,47.55915,-122.39758,Entire home/apt,89,1,192,8/15/2019,4.29,1,129,2019
9098494,West Seattle Modern Home! Walk to everything!,3712110,Sheeba,Genesee,47.56579,-122.38745,Entire home/apt,300,3,38,7/30/2019,0.83,1,105,2019
9099352,"Humble bedroom, great deck",7115217,Jacob,Stevens,47.62142,-122.30356,Private room,60,4,0,,,1,0,2019
9110410,Business Executive Short term Across from Park,12420261,Kari,Mount Baker,47.58767,-122.2949,Entire home/apt,67,30,7,8/4/2019,0.17,3,323,2019
9110560,Private Room #2 by Childrens Hospital,26475960,David,Bryant,47.66912,-122.28505,Private room,45,2,135,7/1/2019,3.01,7,145,2019
9117301,Diamond 11 : Walk to Downtown,31509,David,Broadway,47.6204,-122.31931,Entire home/apt,199,5,68,3/18/2018,1.56,6,0,2019
9133711,Brackish House,5820099,Forest And Andy,Broadway,47.6191,-122.3214,Entire home/apt,625,1,82,8/2/2019,1.88,7,285,2019
9136499,great location interbay,3761409,Julianne,North Queen Anne,47.64535,-122.37519,Private room,100,1,0,,,1,0,2019
9137075,Brackish House: Corner View Bedroom,5820099,Forest And Andy,Broadway,47.61945,-122.32113,Private room,95,1,159,7/31/2019,3.59,7,293,2019
9137259,Brackish House: Cottage Bedroom,5820099,Forest And Andy,Broadway,47.6182,-122.32142,Private room,95,1,111,7/27/2019,2.52,7,292,2019
9137335,Brackish House: Denny View Bedroom,5820099,Forest And Andy,Broadway,47.61848,-122.32081,Private room,95,1,122,7/11/2019,2.76,7,289,2019
9137398,Brackish House: Master Bedroom,5820099,Forest And Andy,Broadway,47.61811,-122.32293,Private room,95,1,135,7/31/2019,3.05,7,290,2019
9137469,Brackish House: Garden Loft,5820099,Forest And Andy,Broadway,47.61973,-122.32274,Private room,175,1,111,7/30/2019,2.48,7,298,2019
9137487,Center Of The Seattle-Verse !,19469036,Joe,Eastlake,47.63551,-122.32541,Private room,90,1,0,,,1,0,2019
9137899,"Heart of the city, View from up-top",47588576,Will,Broadway,47.61773,-122.32625,Entire home/apt,60,2,7,5/25/2016,0.15,1,0,2019
9138392,"Little Solar House in Columbia City, with kitty!",47593725,Kelly,Columbia City,47.55278,-122.28609,Entire home/apt,59,3,15,8/12/2019,0.34,2,0,2019
9138600,Perfect Downtown Loft Apartment with City and Sound Views,3792761,Kimberly,Belltown,47.61382,-122.3443,Entire home/apt,250,2,126,8/1/2019,2.75,4,347,2019
9138923,Sunny Garden Apartment,21149225,Anne&Erik,Sunset Hill,47.67934,-122.39581,Entire home/apt,73,6,117,7/8/2019,2.54,1,0,2019
9154294,Walk to Lake Union or University of Washington,34665595,Lisa,Wallingford,47.65258,-122.32874,Entire home/apt,150,2,195,8/9/2019,4.26,1,286,2019
9154462,Charming Bungalow Home,32932119,Tori,Bitter Lake,47.7064,-122.35284,Entire home/apt,200,2,6,6/25/2017,0.13,2,0,2019
9157232,Cozy Wood-paneled Rm in U-Dist,724729,Tania,Ravenna,47.66712,-122.29768,Private room,49,5,28,5/8/2019,0.61,3,321,2019
9158383,Single room in South lake Union,28110320,Ashish,Westlake,47.63297,-122.34131,Private room,69,1,0,,,1,0,2019
9167786,Beautiful Bedroom in Queen Anne,956883,Maija,North Queen Anne,47.64236,-122.37405,Private room,59,1,100,8/2/2019,2.19,3,78,2019
9170870,Swanky Sexy B Treehouse,5269812,Rachel,Seward Park,47.56539,-122.27165,Entire home/apt,150,2,79,7/28/2019,1.74,2,117,2019
9174327,1907 Restored Fremont Home,30988044,Judy,Fremont,47.65556,-122.35913,Private room,65,2,141,8/14/2019,3.11,1,51,2019
9174906,Capitol Hill Rock and Roll Bedroom!,40439185,Nathan,Minor,47.61226,-122.30899,Private room,70,1,0,,,1,0,2019
9186256,Annie's Place,22764472,Krystal,Gatewood,47.54394,-122.38624,Entire home/apt,219,2,39,8/3/2019,0.86,3,326,2019
9186481,The Salmon House,31916919,Pieter,Loyal Heights,47.67866,-122.38596,Entire home/apt,325,2,5,3/19/2017,0.11,1,0,2019
9216874,Modern Central District Townhouse,28723135,Meg,Minor,47.60292,-122.30691,Entire home/apt,190,3,33,7/27/2019,0.72,1,7,2019
9217030,Charming Secluded Guest Suite near Woodland Park,47929873,Brent,Fremont,47.65397,-122.35092,Entire home/apt,125,2,277,8/14/2019,6.11,1,298,2019
9217446,Small Private Room in House on Light Rail,47593725,Kelly,Columbia City,47.55195,-122.28782,Private room,35,1,48,9/4/2017,1.04,2,0,2019
9220485,Seattle Room 15m Drive to Downtown,15312585,Tania,Haller Lake,47.70676,-122.33661,Private room,36,1,25,9/26/2018,0.6,2,0,2019
9231524,Elegant Industrial-Chic Loft near Space Needle,22020676,Shaun,South Lake Union,47.62207,-122.33797,Entire home/apt,169,1,243,8/11/2019,7.86,1,39,2019
9232902,Central District Duplex with Modern Renovation,47993818,Samira,Minor,47.60441,-122.31417,Entire home/apt,108,1,4,4/23/2017,0.14,1,0,2019
9233533,Welcoming & Refined Garden Apt.,469819,Tina,Olympic Hills,47.72044,-122.30858,Entire home/apt,105,1,54,6/25/2019,1.18,1,321,2019
9234966,"Private, Stand-Alone Greenlake Gardenscape",48002378,Moira,Green Lake,47.68999,-122.33917,Entire home/apt,125,2,86,8/9/2019,2.35,1,316,2019
9240289,Single Bedroom in cap hill/CD,48025941,Lauren,Minor,47.61562,-122.30435,Private room,75,1,0,,,1,0,2019
9240722,Comfortable Family Greenwood Home,39477439,James,Greenwood,47.69947,-122.35867,Entire home/apt,167,4,5,8/13/2018,0.36,1,0,2019
9241055,Classic Craftsman with Modern Touch,832888,Matt And Jess,Wallingford,47.66107,-122.3335,Entire home/apt,180,4,17,3/18/2019,0.38,2,0,2019
9255275,Lake Union Hacker House - 3FL 4p 2L,1243056,Andy,Wallingford,47.65139,-122.33235,Shared room,45,4,8,9/28/2018,0.2,58,363,2019
9256702,Spacious loft apt centrally located,48088339,Maja,Minor,47.60942,-122.3121,Entire home/apt,108,2,93,8/1/2019,2.03,1,277,2019
9258687,The Norman - Modern Simplicity,7057436,Giòvanni,Atlantic,47.59236,-122.30334,Private room,125,1,0,,,1,0,2019
9262389,The Henry Hideaway,11853720,Kristin,Fremont,47.65987,-122.35946,Entire home/apt,88,2,111,8/5/2019,2.43,1,44,2019
9280767,Brackish House: Private Suite,5820099,Forest And Andy,Broadway,47.61985,-122.32279,Private room,115,1,108,7/30/2019,2.44,7,291,2019
9282348,A bedroom close to UW,48203627,Lihua,University District,47.66216,-122.30354,Private room,35,1,0,,,1,0,2019
9294683,Art Gallery - A/C - New Queen Bed - Pike Place,15787538,Chris,Pike-Market,47.60858,-122.34004,Entire home/apt,159,2,348,8/2/2019,7.59,3,78,2019
9298045,Quiet & Cozy in West Seattle,28646378,Kristin & John,Genesee,47.57,-122.38591,Private room,72,3,142,8/15/2019,3.13,1,132,2019
9303743,airb&tv,48299575,Kenny,Mann,47.60211,-122.29995,Entire home/apt,400,2,13,8/11/2019,0.32,1,365,2019
9304465,Apartment in First Hill,15697627,Hassan,First Hill,47.61049,-122.32533,Entire home/apt,100,5,0,,,1,0,2019
9314106,Cozy Room with Private downstairs,48345118,Cynthia,South Beacon Hill,47.54541,-122.30876,Private room,45,2,2,3/25/2016,0.05,1,0,2019
9328278,"The Storybook - Private M.I.L, Near dwtn Seattle",48414763,Blake,Fairmount Park,47.55275,-122.37803,Entire home/apt,106,3,137,8/11/2019,3.05,1,147,2019
9330174,Nice apartment in center of city,6601753,Isabel,South Lake Union,47.61921,-122.33203,Entire home/apt,100,2,4,1/26/2016,0.09,1,0,2019
9348375,Classic Ballard/Phinney Ridge home.,24803728,Chris,Phinney Ridge,47.66644,-122.35841,Entire home/apt,121,20,1,7/31/2016,0.03,1,0,2019
9350960,The Ballard Bungalow on Sunset Hill,38494686,Chris,Sunset Hill,47.68031,-122.3979,Entire home/apt,127,2,100,8/11/2019,2.43,1,4,2019
9362082,Madrona Craftsman,406209,Kathleen,Madrona,47.61019,-122.29217,Entire home/apt,300,2,9,8/21/2017,0.2,1,0,2019
9364302,3 Bd Updated Home w/ View of Lake,10397663,Dea,Seward Park,47.56233,-122.26935,Entire home/apt,300,4,5,7/29/2019,0.35,1,265,2019
9367465,Crow's Nest Cottage,48604323,Matt And Amy,West Woodland,47.66365,-122.36208,Entire home/apt,120,2,184,8/7/2019,4.07,2,131,2019
9368342,"Beautiful, Modern Townhouse",1039322,Manomi,West Queen Anne,47.63788,-122.36737,Entire home/apt,120,4,30,8/11/2019,0.76,1,228,2019
9368517,La Petite Casa Grande in Fremont,48604323,Matt And Amy,West Woodland,47.66388,-122.36217,Entire home/apt,200,4,3,9/4/2017,0.08,2,0,2019
9374358,PERFECT LOCATION!!! FREE PARKING!!!,48638331,Nick,Belltown,47.6137,-122.34205,Entire home/apt,95,1,333,8/17/2019,7.28,1,10,2019
9374365,Gorgeous Ballard Modern 3 Bedroom Townhome+Balcony,6407320,Varun,West Woodland,47.67388,-122.37463,Entire home/apt,146,2,34,5/21/2019,0.74,2,0,2019
9386699,Green Lake Cottage Loft,48693763,Olivia,Wallingford,47.66724,-122.33208,Entire home/apt,120,2,98,4/1/2019,2.89,1,332,2019
9387189,Party Central Studio on Ballard Ave,1539790,Alianna,Adams,47.66502,-122.3828,Entire home/apt,90,1,5,3/25/2016,0.11,1,0,2019
9394485,"Seattle Urban Oasis, Crown Hill",37479633,Shannon,Crown Hill,47.70514,-122.37121,Entire home/apt,119,2,163,7/26/2019,3.58,2,10,2019
9394508,Steps to UW Wood Floor Remodeled 12,2911360,Ren,University District,47.65733,-122.31781,Entire home/apt,95,1,16,8/3/2019,0.35,4,250,2019
9407255,Cozy 2 bedroom Craftsman - Lake and Mountain Views,11656980,LaDora,Leschi,47.60256,-122.29366,Entire home/apt,180,30,3,5/10/2019,0.12,1,122,2019
9410043,3+ BR craftsman family home in WS,17940762,Audrey,Fairmount Park,47.55177,-122.38584,Entire home/apt,250,3,0,,,1,0,2019
9410128,Lower Queen Anne Studio,48792894,Preston,Lower Queen Anne,47.62309,-122.35478,Entire home/apt,100,1,0,,,1,0,2019
9414303,"Cozy, Amenity-Filled Apt in Cap Hill",5295850,Kelsey,Broadway,47.62547,-122.31303,Entire home/apt,95,2,3,3/24/2016,0.07,1,0,2019
9415562,Charming home close to downtown- Rm 2,37052599,Laurel,Mount Baker,47.57764,-122.2892,Private room,59,2,99,8/9/2019,2.54,3,352,2019
9416410,Close to All Things Seattle,48823771,Harry,Atlantic,47.59946,-122.30868,Entire home/apt,150,2,61,8/11/2019,1.57,1,60,2019
9416551,"Center UW, Comfy, Quiet &View (303)",2911360,Ren,University District,47.66315,-122.31341,Entire home/apt,95,1,3,7/24/2019,1.11,4,329,2019
9435521,"Spacious Room w/Desk & TV, Easy Parking, Bus to DT",45329766,Christa,North Delridge,47.5697,-122.36037,Private room,90,1,99,8/16/2019,4.51,3,157,2019
9436832,Artsy Charmer in Center of Cap Hill,595610,Elena,Broadway,47.62091,-122.31492,Entire home/apt,135,2,348,8/5/2019,7.66,41,41,2019
9449062,Unique 1 bedroom apartment,48964209,Kara,International District,47.59918,-122.32466,Entire home/apt,79,1,1,12/19/2015,0.02,1,0,2019
