id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,year_found
2318,Casa Madrona - Urban Oasis 1 block from the park!,2536,Megan,Madrona,47.61082,-122.29082,Entire home/apt,296,5,27,6/18/2019,0.2,2,327,2019
5682,"Cozy Studio, min. to downtown -WiFi",8993,Maddy,South Delridge,47.52398,-122.35989,Entire home/apt,48,3,462,11/24/2018,4.03,1,0,2019
6606,"Fab, private seattle urban cottage!",14942,Joyce,Wallingford,47.65411,-122.33761,Entire home/apt,90,2,145,8/15/2019,1.18,3,73,2019
9419,Glorious sun room w/ memory foambed,30559,Angielena,Georgetown,47.55062,-122.32014,Private room,62,2,140,7/24/2019,1.27,8,351,2019
9460,Downtown Convention Center B&B -- Free Minibar,30832,Siena,First Hill,47.61265,-122.32936,Private room,99,3,437,8/4/2019,3.6,4,73,2019
9531,The Adorable Sweet Orange Craftsman,31481,Cassie,Fairmount Park,47.55539,-122.38474,Entire home/apt,165,2,36,1/1/2019,0.39,2,345,2019
9534,The Coolest Tangerine Dream MIL! ,31481,Cassie,Fairmount Park,47.55624,-122.38598,Entire home/apt,125,2,42,7/6/2019,0.45,2,345,2019
9596,"the down home , spacious, central and fab!",14942,Joyce,Wallingford,47.65479,-122.33652,Entire home/apt,120,2,87,8/11/2019,0.87,3,35,2019
9909,Luna Park House - West Seattle,33360,Laura,Fairmount Park,47.56521,-122.37375,Entire home/apt,125,4,69,7/11/2019,0.58,7,91,2019
10209,Stay here for a blast!!!!,31553,Mike & Cassandra,High Point,47.55365,-122.36326,Private room,50,5,38,5/16/2019,0.32,4,314,2019
11012,"the orange house, quiet 'n central",14942,Joyce,Wallingford,47.65448,-122.33646,Entire home/apt,299,2,88,8/11/2019,0.76,3,170,2019
14386,Quiet Cozy Upstairs BR Green Lake,39377,Bob,Green Lake,47.68725,-122.3347,Private room,40,1,141,6/28/2019,1.28,3,300,2019
15108,Green Lake Private Ground Floor BR,39377,Bob,Green Lake,47.68827,-122.33586,Private room,60,1,71,3/31/2019,0.72,3,291,2019
15749,Green Lake guest room with active family,61636,Angela,Green Lake,47.68407,-122.32649,Private room,32,24,19,7/29/2019,0.2,2,77,2019
17229,Stay here for a blast 2,31553,Mike & Cassandra,High Point,47.55162,-122.36443,Private room,50,5,23,8/1/2019,0.23,4,2,2019
17951,"West Seattle, The Starlight Studio",33360,Laura,Fairmount Park,47.55538,-122.38622,Entire home/apt,105,2,111,8/13/2019,0.99,7,76,2019
19619,Lively Vacation Home in Seattle with Puget Sound Views,74305,Seattle Oasis,Belltown,47.61362,-122.34706,Entire home/apt,145,2,99,8/3/2019,0.91,53,90,2019
20927,Cottage in the Heart of Ballard,79450,Brad / Liz,Adams,47.67334,-122.39512,Entire home/apt,89,2,550,8/16/2019,4.95,2,109,2019
20928,Victorian in the Heart of Ballard,79450,Brad / Liz,Adams,47.67361,-122.3938,Entire home/apt,79,2,316,8/10/2019,6.18,2,95,2019
23192,Large Modern Unit - 3 blocks from the light-rail,90437,Ian,Broadway,47.62237,-122.31592,Entire home/apt,200,3,117,8/7/2019,1.55,4,2,2019
24212,Stylish Oasis in a Prime Location in Belltown,74305,Seattle Oasis,Belltown,47.6154,-122.34866,Entire home/apt,157,1,85,8/7/2019,0.79,53,120,2019
25002,"Beautiful, Private Spot in Quiet Ballard",102684,Amanda,Whittier Heights,47.67941,-122.37054,Entire home/apt,70,2,747,8/13/2019,6.58,1,121,2019
26116,2-bedroom Capitol Hill Pied-à-terre,110248,Jamilah,Broadway,47.61743,-122.32676,Entire home/apt,259,2,143,9/24/2016,1.32,1,0,2019
26795,Lake Union Cottage - Shore and Cityview,114228,Kelly,Eastlake,47.63953,-122.32838,Entire home/apt,165,3,62,8/2/2019,0.57,1,364,2019
30712,Cozy Ballard Apartment,107605,Al,Loyal Heights,47.6789,-122.38186,Entire home/apt,64,3,110,6/18/2019,0.99,1,324,2019
41401,Home Away From Home - MIL Suite    ,180441,Pina,Mid-Beacon Hill,47.56035,-122.31402,Entire home/apt,95,10,28,5/6/2017,0.26,1,108,2019
43373,Big sunny central house with view!,189356,Michael,Wallingford,47.65055,-122.33059,Private room,55,2,260,8/12/2019,2.37,1,323,2019
47491,Tranquil Rooms at Maple Creek House,215230,Carol,Wedgwood,47.69246,-122.28688,Private room,50,30,46,5/12/2019,0.42,4,152,2019
48848,green suite seattle - dog friendly,212404,Piper + Kent,Windermere,47.67159,-122.25995,Entire home/apt,110,2,42,6/30/2019,0.39,2,306,2019
52525,Maple Creek House in Wedgwood,215230,Carol,Wedgwood,47.6927,-122.28548,Private room,45,3,30,12/27/2018,0.28,4,328,2019
58503,Spacious Private Daylight Basement Apartment,157262,Gus & Chelsea,Phinney Ridge,47.67947,-122.3566,Entire home/apt,75,2,242,8/14/2019,4.06,1,334,2019
63733,Seattle- Ballard Guestsuite -,311363,Irmgard,West Woodland,47.67171,-122.36589,Entire home/apt,76,3,232,8/12/2019,2.29,1,306,2019
66540,Large Tranquil Room in Wedgwood,215230,Carol,Wedgwood,47.69421,-122.28625,Private room,50,3,26,6/9/2019,0.25,4,143,2019
66611,Study Den in Tranquil Setting,215230,Carol,Wedgwood,47.69282,-122.28534,Private room,45,3,28,7/30/2019,0.27,4,323,2019
67270,"Light and airy, steps to the Lake.",331573,Jean,Seward Park,47.56168,-122.27212,Private room,70,2,186,8/16/2019,1.81,1,0,2019
68508,180º View Private One-Bedroom W/Open Junior Suite,340192,Angela,Broadway,47.63813,-122.32148,Entire home/apt,249,30,0,,,3,44,2019
77149,Central quiet Capitol Hill condo,412854,Goldie,Broadway,47.62585,-122.32004,Entire home/apt,110,5,15,9/24/2016,0.15,1,0,2019
84271,Upper Floor Master Suite in Capitol Hill Home,460561,Elizabeth,Stevens,47.62434,-122.3037,Private room,250,2,1,7/7/2019,0.7,1,72,2019
86185,West Seattle: Admiral calm & quiet,192355,Jane,North Admiral,47.58239,-122.39448,Private room,75,2,71,7/15/2019,0.7,1,342,2019
107884,West Seattle/Alki Beach House,331494,Anne,North Admiral,47.58,-122.40204,Entire home/apt,92,2,151,8/16/2019,1.5,1,248,2019
107962,Haller Lake Restored Log Cabin,112093,Roberta & Dan,Haller Lake,47.71489,-122.33296,Entire home/apt,120,2,227,6/5/2019,2.29,1,117,2019
108765,Beacon Hill Cottage in the City,541908,Mary,Mid-Beacon Hill,47.55257,-122.30435,Entire home/apt,130,2,59,6/14/2019,0.59,1,346,2019
116221,"Modern, Light-Filled Fremont Flat",587302,Danni,Fremont,47.65437,-122.35745,Entire home/apt,120,30,52,5/11/2019,0.52,1,0,2019
117165,Suite+Office in Gorgeous View Home,559827,Judith,Alki,47.56874,-122.40649,Private room,150,2,132,7/30/2019,1.35,2,352,2019
119103,Teeny Tiny Guestyhouse!,601600,Hal,Fremont,47.65231,-122.35,Entire home/apt,79,3,379,8/14/2019,3.81,2,331,2019
132120,Mother-in-Law Apartment in Seattle,378445,Ralph,Wallingford,47.66923,-122.33517,Entire home/apt,110,2,109,8/3/2019,1.1,1,298,2019
132160,"Green Lake Guest Suite, private apt",558743,Natalie,Green Lake,47.68226,-122.34345,Entire home/apt,150,3,270,8/12/2019,2.76,2,165,2019
134091,Vintage Capitol Hill - 1 Pkg Spot,658155,Joe,Broadway,47.62142,-122.31642,Entire home/apt,170,7,172,8/11/2019,1.77,14,99,2019
136480,Bright Cheery Room in Seattle House,539515,Shari,Seward Park,47.55508,-122.26455,Private room,85,2,80,7/12/2019,1.08,2,331,2019
140331,Metrobilly Retreat,683617,Jana,Harrison/Denny-Blaine,47.61894,-122.29212,Private room,75,1,145,7/27/2019,1.46,1,324,2019
143580,N. Beacon Hill- Super Private Room,594315,Jana,North Beacon Hill,47.58379,-122.31677,Private room,89,2,371,8/15/2019,3.74,1,314,2019
143704,"Private 1BR, Parking, Eco-Cleaned, 5% to Charity",696788,Julie,Mann,47.61231,-122.29825,Entire home/apt,68,3,372,8/12/2019,3.75,1,329,2019
151545,Seattle 2.5 BR w Amazing Water Views | BlueStarBnB,306615,Tara,Portage Bay,47.65008,-122.31931,Entire home/apt,229,2,31,8/13/2019,0.31,3,146,2019
158345,Restful Room in W. Ballard-NO cleaning fee!,759949,Marcia,Sunset Hill,47.66992,-122.40146,Private room,60,2,442,8/5/2019,4.51,1,327,2019
170273,Stroll to Stunning Views from a Historic Home,804996,Nadine,Lower Queen Anne,47.62767,-122.35861,Entire home/apt,750,2,235,8/14/2019,2.39,1,315,2019
175576,Private Apartment - Queen Anne Hill,239585,Ray & Eileen,West Queen Anne,47.63548,-122.35848,Entire home/apt,85,2,279,10/29/2018,2.84,1,0,2019
186328,"Beautiful Update Craftsman 3BR, 3BA",895223,Andrew,North Queen Anne,47.64413,-122.3563,Entire home/apt,250,3,1,11/8/2013,0.01,1,0,2019
190984,Home in Hillman City - large studio & free parking,923095,Denise,Columbia City,47.55284,-122.27789,Entire home/apt,80,2,155,8/11/2019,2.42,2,3,2019
192666,"Classy,Private, Comfy! W Seattle-A Place To Relax!",933468,Vidya,North Admiral,47.58216,-122.39387,Private room,59,1,94,7/27/2019,2.26,2,63,2019
193836,Spacious Suite Near Lincoln Park in West Seattle,583579,Amy,Gatewood,47.5357,-122.38631,Entire home/apt,89,1,182,8/5/2019,1.87,1,87,2019
202251,Seattle Phinney Ridge Ballard,601266,Tim And Pam,Phinney Ridge,47.6777,-122.35984,Entire home/apt,245,28,24,7/23/2019,0.39,1,349,2019
202260,Cozy Seattle Apartment Near UW & Children's,990195,Kerry,View Ridge,47.68004,-122.28398,Entire home/apt,99,30,143,8/1/2016,1.47,1,0,2019
208670,2BR/1BA Quiet Capitol Hill Bungalow w/Loft,1022302,David,Broadway,47.62163,-122.31693,Entire home/apt,212,2,131,8/31/2017,1.43,1,0,2019
210316,"""THE 5-STAR HOUSE""  # 9",2438665,Flor,Crown Hill,47.6999,-122.36614,Private room,95,3,70,8/4/2019,1.11,4,272,2019
215882,Relaxing Garden Cottage w/ Hot Tub!,971336,Julie,Columbia City,47.5613,-122.28122,Entire home/apt,80,2,361,8/13/2019,3.81,1,41,2019
217142,LOCATION! Family SPACIOUS 2BD/2BA PRKG FREE WiFi,8243075,Lori,Belltown,47.61534,-122.34791,Entire home/apt,200,2,153,8/2/2019,1.61,4,263,2019
218741,"Private, Large Room+Bath in Ballard",468703,Corinne & Tom,Loyal Heights,47.68231,-122.37875,Private room,90,1,131,8/18/2018,1.5,2,162,2019
219532,"Fun home in Funky Fremont, Seattle",1037115,Rose And Glen,Fremont,47.65692,-122.36093,Entire home/apt,275,3,86,8/12/2019,0.97,6,83,2019
224763,"Location! Sleeps 4 WiFi  Luxurious, Parking Inc!",8243075,Lori,Belltown,47.61386,-122.34879,Entire home/apt,139,1,101,8/2/2019,1.1,4,304,2019
226495,"Fun apartment in Ballard, Seattle",1037115,Rose And Glen,Whittier Heights,47.68966,-122.36839,Entire home/apt,170,3,90,8/11/2019,1.01,6,130,2019
226536,Serene Room in Sunny Cottage near Discovery Park,209571,Cheryl,Lawton Park,47.6612,-122.40145,Private room,46,1,186,8/13/2019,1.97,2,340,2019
226677,Sunny Parisian beauty room w/ comfy bed,30559,Angielena,Georgetown,47.54969,-122.31868,Private room,55,2,143,7/26/2019,1.51,8,343,2019
229990,Alki Beach 1/2 block to beach,1201633,Wayne,Alki,47.57823,-122.41181,Entire home/apt,160,1,7,7/8/2019,0.5,1,310,2019
231097,Peaceful NE Seattle guest room,990692,Paul,Matthews Beach,47.70639,-122.28075,Private room,54,3,155,8/11/2019,1.62,1,327,2019
233502,West Seattle room with private bath,1215564,Danielle,North Admiral,47.57327,-122.37436,Private room,60,1,1,6/6/2012,0.01,1,229,2019
241016,Scandinavian Queen Anne Home,956883,Maija,North Queen Anne,47.64329,-122.37582,Entire home/apt,215,2,106,7/12/2019,1.53,3,331,2019
241032,Stylish Queen Anne Apartment,956883,Maija,West Queen Anne,47.63629,-122.37103,Entire home/apt,165,3,292,7/26/2019,3.08,3,301,2019
243885,Charming Urban Garden Bungalow,1279637,Melody And Justin,Wallingford,47.67058,-122.32363,Entire home/apt,125,7,4,7/6/2018,0.04,1,15,2019
251922,"Sleepy North Admiral, West Seattle",512084,Edwin,North Admiral,47.58143,-122.39411,Entire home/apt,78,1,232,8/15/2019,2.45,1,330,2019
254340,Phinney Oasis-Ballard/Phinney,1336214,Kim,Phinney Ridge,47.67717,-122.36169,Entire home/apt,85,30,157,8/12/2019,1.68,1,164,2019
260613,Modern & New MIL Apt. in N. Ballard,1387754,Monika,Whittier Heights,47.68649,-122.36846,Entire home/apt,100,1,51,8/15/2019,0.56,1,349,2019
261912,"Storybook Tudor, house at GreenLake",558743,Natalie,Green Lake,47.68378,-122.34201,Entire home/apt,200,4,31,1/2/2019,0.35,2,26,2019
270370,"NorthBeach, fantastic water view",1309213,Audrey&Benoit,North Beach/Blue Ridge,47.69818,-122.3871,Entire home/apt,195,2,0,,,1,0,2019
271509,Belltown Condo-Close to Pike Place-OPEN 8/16,74305,Seattle Oasis,Belltown,47.61578,-122.34872,Entire home/apt,144,2,71,7/19/2019,0.84,53,126,2019
277416,Near Space Needle! Sunny 1 bd/1 ba WiFi CLEAN Prkg,8243075,Lori,Belltown,47.61607,-122.34668,Entire home/apt,139,2,117,8/1/2019,1.25,4,298,2019
278830,"Charming Craftsman house in Queen Anne, Seattle",1452570,Emily,West Queen Anne,47.63292,-122.37247,Entire home/apt,375,2,71,7/26/2019,0.82,3,181,2019
279209,Beautiful Light Filled Cottage in Central Ballard,601384,Eva,Loyal Heights,47.68123,-122.37971,Entire home/apt,150,2,2,6/26/2016,0.05,1,0,2019
281208,"Luxury, Location, Great For Family",658155,Joe,Atlantic,47.5938,-122.30515,Entire home/apt,229,7,164,8/15/2019,1.8,14,109,2019
281789,11th Avenue Inn Bed and Breakfast,31509,David,Broadway,47.61988,-122.31961,Private room,99,1,53,2/20/2019,0.58,6,0,2019
284087,The Nest in the Heart of the City,721070,Suzanne,First Hill,47.61148,-122.32912,Entire home/apt,235,3,186,8/16/2019,2.04,1,320,2019
286080,2 Bed 2 Bath  Downtown Seattle Walk to Pike Place,74305,Seattle Oasis,Belltown,47.61523,-122.34703,Entire home/apt,182,2,95,8/1/2019,1.02,53,88,2019
299817,Cap Hill Mountain/Lake View Oasis,1545026,Anna,Stevens,47.62388,-122.30133,Entire home/apt,125,7,45,8/12/2019,0.61,1,365,2019
301059,Belltown Condo with Water View OPEN 9/2-6,74305,Seattle Oasis,Belltown,47.61497,-122.34855,Entire home/apt,94,2,56,7/13/2019,0.62,53,104,2019
303277,Hip Condo Private Deck East Lake Union - Long Term,1204187,Kara,Eastlake,47.64481,-122.32429,Entire home/apt,120,30,10,8/11/2019,0.11,2,365,2019
311790,Eastlake Union-Fantastic Location,1204187,Kara,Eastlake,47.64642,-122.32495,Private room,50,1,4,4/3/2019,0.05,2,0,2019
317248,Historic Seattle Home Designed for Modern Living,658155,Joe,Broadway,47.62336,-122.31668,Entire home/apt,240,7,177,8/15/2019,2.03,14,75,2019
319768,Family Friendly Modern Seattle Home,1577903,Jen,Atlantic,47.59583,-122.29788,Entire home/apt,135,5,5,12/28/2013,0.06,1,0,2019
338091,"spacious, great location w view",1717589,Jen,Broadway,47.61897,-122.32421,Entire home/apt,165,1,117,12/27/2018,1.31,3,365,2019
340706,Charming Wallingford Apartment,1015653,David,Wallingford,47.65588,-122.33214,Entire home/apt,90,2,184,6/18/2019,2.03,1,191,2019
341454,"Cool 2BR Flat w/Private Balcony, City Views",1732181,William,Minor,47.61038,-122.31157,Entire home/apt,175,30,54,8/14/2019,1.27,3,72,2019
353039,St. John's Apt. 300 *Walkscore 99*,1787819,Bryce,First Hill,47.61367,-122.32203,Entire home/apt,155,30,52,7/13/2019,0.6,6,340,2019
353110,West Seattle Backyard Vacation Cottage,1788284,Eric,North Admiral,47.58003,-122.39025,Entire home/apt,107,4,70,1/3/2019,0.78,1,229,2019
353347,VACATION HOUSE WEST SEATTLE - Close to Beach,791459,Western Vacation Rentals,Arbor Heights,47.50509,-122.37824,Entire home/apt,185,4,33,7/22/2019,0.37,1,363,2019
356248,Seattle 2 BR w Lovely Water Views | BlueStarBnB,306615,Tara,Portage Bay,47.65005,-122.3211,Entire home/apt,199,3,23,12/31/2018,0.65,3,133,2019
356608,St. John's Apt. 309 *Walkscore 99*,1787819,Bryce,First Hill,47.61304,-122.32321,Entire home/apt,196,3,116,8/15/2019,1.32,6,333,2019
365550,contemporary art loft downtown,1025723,Dirk & Jaq,International District,47.59902,-122.32708,Private room,125,3,721,8/4/2019,8,2,88,2019
368403,Large Luxury Lakeside Seattle Home,4186078,Trung,Green Lake,47.68354,-122.33091,Entire home/apt,450,4,32,7/16/2019,0.45,1,337,2019
370361,Private Guest Studio- Phinney Ridge,1865986,Sheldon,Greenwood,47.68348,-122.35705,Private room,85,3,212,8/13/2019,2.36,2,160,2019
380950,4BR/2BA Craftsman Charmer w/ Stunning Sunset Views,287962,Ian,Fremont,47.66623,-122.3607,Entire home/apt,400,1,25,9/4/2017,0.29,1,0,2019
384797,6 room/10 bed/3 bath- Award Winning/ Walk Downtown,50893,Chris,Broadway,47.6257,-122.32095,Entire home/apt,499,3,48,4/4/2019,0.54,3,160,2019
387078,Modern on Capitol Hill. LOCATION!,1121532,Kellie,Broadway,47.62178,-122.32379,Entire home/apt,119,1,150,7/28/2019,1.85,7,273,2019
387464,Backyard Studio Apartment near UW,1938802,Jason And Susy,Ravenna,47.67675,-122.29397,Entire home/apt,93,2,214,4/28/2019,2.38,1,283,2019
392140,Fantastic View-Close to Light Rail-Solar Powered!,3313235,Leslie,North Beacon Hill,47.58513,-122.31526,Private room,72,2,251,8/15/2019,2.83,1,346,2019
392779,2/1 Plush Modern Hilltop Retreat,437055,Jyoti And Tushar,North Beacon Hill,47.57577,-122.31636,Entire home/apt,112,3,131,4/29/2019,1.49,1,161,2019
408526,Chic 3 bed 4 bath Ballard townhome,2034501,Vivian,Adams,47.67553,-122.37632,Entire home/apt,218,14,0,,,2,365,2019
413733,Chill Central District 2BR,2057654,Michele & Ryan,Madrona,47.60907,-122.29613,Entire home/apt,269,2,163,8/10/2019,3.25,2,106,2019
421168,Greenwood Studio,2094547,Samantha & Peter,Greenwood,47.69922,-122.35072,Private room,71,1,332,8/2/2018,3.83,1,0,2019
430609,"Fresh & hip. 3br/2.5ba deck, A/C, walk to all.",165390,Seth,Fremont,47.65925,-122.34831,Entire home/apt,225,21,46,8/26/2018,0.82,5,191,2019
430610,"modern,super roof deck, garage,88 walkscore!",165390,Seth,Wallingford,47.6541,-122.33851,Entire home/apt,259,5,96,7/18/2019,1.12,5,151,2019
433842,Green Lake Place,2088654,Steve,Green Lake,47.68528,-122.34316,Entire home/apt,85,2,19,3/3/2019,1.31,1,0,2019
443942,Stunning downtown flat top floor with internet,64955,Beb,Belltown,47.61583,-122.34078,Entire home/apt,125,1,33,5/14/2018,0.48,1,365,2019
445199,The Chandelier Room,2211872,Eliza,North Delridge,47.56966,-122.36171,Private room,80,2,96,8/13/2017,1.1,1,77,2019
447523,Bedroom in artistic Northwest home,2222321,Deb,Wedgwood,47.68523,-122.28943,Private room,50,1,188,7/26/2019,2.16,4,303,2019
451012,Spacious house near Ballard ,2234071,Sasan,Broadview,47.71352,-122.35874,Entire home/apt,195,7,2,12/30/2013,0.02,1,241,2019
461234,Browns House Guest Apt. in Ballard,1870781,Diana,Whittier Heights,47.68394,-122.37305,Entire home/apt,99,3,263,8/1/2019,3,1,319,2019
461567,MODERN BRIGHT SUITE CLOSE TO BALLARD,2294267,Donna,Crown Hill,47.69736,-122.37622,Private room,80,2,283,8/14/2019,3.29,1,38,2019
463768,delux comfort+ in coolest 'hood / spacious 4 bdrm,1210993,Audrey,Sunset Hill,47.66899,-122.4028,Entire home/apt,395,2,24,9/3/2017,0.28,1,0,2019
475361,NE Seattle Artist Treehouse Suite!,2342082,Marilyn,Cedar Park,47.71796,-122.29114,Entire home/apt,77,3,115,2/13/2019,1.32,1,44,2019
475496,Cap Hill modern light-filled home,1495392,Lindsey,Stevens,47.62785,-122.29871,Entire home/apt,200,20,1,7/26/2012,0.01,2,0,2019
490076,Super cute w/gardens & charm. Great location!,3921530,Ann Petrich,Fremont,47.6543,-122.35259,Entire home/apt,80,2,315,8/12/2019,4.95,3,23,2019
490110,Seattle Pike Place Market Apartment,2403410,Alan,Pike-Market,47.61172,-122.34368,Entire home/apt,275,3,44,9/3/2018,0.51,1,0,2019
491958,Columbia City Treehouse Vacation Rental,2431399,Jay,Columbia City,47.56051,-122.27895,Entire home/apt,75,2,331,8/11/2019,3.82,1,295,2019
493591,THE 5-STAR  HOUSE- ROOM 5-> MARILYN MONROE'S ROOM,2438665,Flor,Crown Hill,47.70295,-122.36861,Private room,60,3,162,8/10/2019,1.86,4,338,2019
496074,Spacious Garden Apt Phinney Ridge,2450062,Liza,Phinney Ridge,47.67805,-122.36043,Entire home/apt,95,3,153,8/18/2019,1.79,2,346,2019
506542,"Garden Apartment, Keypad Entry",1414691,Jordan,Wallingford,47.65854,-122.32582,Entire home/apt,95,2,174,5/30/2019,1.99,3,341,2019
513344,artsy bungalow in friendly phinney,2450062,Liza,Phinney Ridge,47.67871,-122.36066,Entire home/apt,120,5,5,8/19/2017,0.06,2,0,2019
522270,House boat on Lake Union Seattle,1037115,Rose And Glen,Westlake,47.63642,-122.34124,Entire home/apt,130,3,33,8/14/2019,0.39,6,4,2019
533443,Max's West Seattle Hideaway,2370749,Tom,Riverview,47.5366,-122.35605,Private room,45,1,282,2/18/2018,3.24,1,0,2019
544433,"8, Sparkling Seattle Center",2612779,Serina,Lower Queen Anne,47.62082,-122.35634,Entire home/apt,95,2,437,8/13/2019,5.02,1,2,2019
552325,Seattle 2 BR w Amazing Water Views | BlueStarBnB,306615,Tara,Portage Bay,47.64933,-122.31925,Entire home/apt,169,2,15,8/15/2019,0.2,3,161,2019
555182,Artistic Seattle home..whole house,2222321,Deb,Wedgwood,47.68362,-122.28828,Entire home/apt,275,1,18,8/21/2016,0.26,4,195,2019
557126,Charming Capitol Hill Room,2739131,Chad & Ruben,Broadway,47.61968,-122.32415,Private room,98,2,359,8/5/2019,4.22,2,112,2019
564220,Cute Bungalow #2 - near Light Rail,2774354,Kristin,Mount Baker,47.57917,-122.29212,Private room,40,2,151,8/10/2019,1.77,2,254,2019
564428,Cute Bungalow #1 - near Light Rail,2774354,Kristin,Mount Baker,47.57955,-122.29369,Private room,47,2,244,8/14/2019,2.83,2,0,2019
565703,Garden Apartment in Madison Valley,2781551,Ron,Mann,47.62093,-122.29815,Entire home/apt,95,2,308,7/15/2019,3.96,3,36,2019
566435,"""THE 5-STAR HOUSE"" -  ROOM 6->THE HAWAIIAN ROOM",2438665,Flor,Crown Hill,47.70155,-122.36651,Private room,80,3,90,4/28/2019,1.06,4,232,2019
573942,Queen Bee room w/memory foam bed,30559,Angielena,Mid-Beacon Hill,47.54946,-122.31658,Private room,60,2,158,8/8/2019,1.86,8,358,2019
580815,St. John's Apt. 319 *Walkscore 99*,1787819,Bryce,First Hill,47.61355,-122.32131,Entire home/apt,168,30,49,2/24/2019,0.65,6,269,2019
587584,Greenlake/Greenwood/Phinney Oasis,2796016,Aexis,Greenwood,47.68778,-122.3486,Entire home/apt,123,2,63,8/20/2018,0.73,1,0,2019
598023,West Seattle Home near Junction,2613029,Jeffrey,Genesee,47.56221,-122.38598,Private room,89,3,14,6/26/2019,0.19,1,365,2019
604600,condo in seattle,103427,Magalie,Central Business District,47.61436,-122.33172,Entire home/apt,210,1,1,9/11/2014,0.02,1,364,2019
609252,"Sans souci in Seattle: Clean, fresh air (4 guests)",3018655,Louise,Greenwood,47.69861,-122.36344,Entire home/apt,275,3,2,5/23/2018,0.08,2,77,2019
609421,CLEAN FRESH AIR: Sans souci in Seattle (6 guests),3018655,Louise,Greenwood,47.69656,-122.36275,Entire home/apt,295,3,14,6/18/2019,0.23,2,352,2019
609701,Charming Fremont Garden Cottage,3023407,Nan,Fremont,47.65651,-122.36057,Private room,99,2,488,8/11/2019,5.68,1,311,2019
611509,Craftsman with Private Bath & A/C,3032548,Joanna,Wallingford,47.6637,-122.33623,Private room,80,2,80,7/1/2019,0.94,1,333,2019
613020,Fabulous view and Great location,3040367,Mardee,Fauntleroy,47.51855,-122.39119,Private room,84,3,154,8/11/2019,1.79,1,1,2019
631445,"Belltown View Condo, Entire Home",3139639,Alicia,Belltown,47.61348,-122.34843,Entire home/apt,150,30,162,3/29/2019,1.9,1,0,2019
635878,Center UW Spacious 2 Beds (203),3074414,Melissa,University District,47.66154,-122.31359,Entire home/apt,89,1,28,8/18/2018,0.38,82,243,2019
637710,Roots at the Center of the Universe,3181546,Farhad,Fremont,47.65161,-122.35607,Entire home/apt,215,6,100,8/13/2019,1.25,2,350,2019
639130,Fabulous home for a family!,3187723,Ann,Madrona,47.60975,-122.29011,Entire home/apt,250,3,14,5/29/2019,0.28,1,351,2019
649243,Room in Seattle's Fremont area,2308816,Kay,Fremont,47.65587,-122.35688,Private room,75,3,246,8/9/2019,2.91,1,334,2019
654734,Gorgeous Downtown/Convention Condo,3294357,Rachel & Grace,First Hill,47.61234,-122.32972,Entire home/apt,175,3,79,6/23/2019,0.95,4,301,2019
657257,Queen Anne - Close to SPU,857146,Vipin,North Queen Anne,47.64597,-122.36232,Entire home/apt,140,2,5,7/13/2019,0.34,1,129,2019
658540,"AC, Walkable, tv, king bed, noise machine-5",3319649,Nicci,Minor,47.60375,-122.30812,Private room,100,1,94,8/11/2019,1.12,3,3,2019
661708,Elegant Madison Park Townhome,3340441,Roberta,Harrison/Denny-Blaine,47.62423,-122.29042,Entire home/apt,229,3,9,7/28/2019,0.59,1,342,2019
671828,Blue Room,3396093,Elisa,Greenwood,47.69109,-122.36464,Private room,65,1,1,6/1/2016,0.03,2,0,2019
674113,Ethiopian cottage #2,3401993,Beth,Mount Baker,47.56841,-122.28621,Private room,42,1,233,9/25/2018,3.28,3,47,2019
677266,Moulin Rouge room French style double room,30559,Angielena,Georgetown,47.54948,-122.31779,Private room,60,2,84,2/2/2019,1,8,345,2019
677365,Spacious West Seattle Mid Century Modern In-law,926885,Jamie & Kyle,South Delridge,47.52924,-122.35853,Entire home/apt,89,1,88,8/17/2019,4.83,1,54,2019
681866,Bright room in Seattle Judkins Park,103825,Patricia,Atlantic,47.59243,-122.3019,Private room,60,2,35,8/8/2019,0.42,1,193,2019
689309,Elegance and Coziness in Broadview,3520873,Philippe,Broadview,47.72273,-122.35668,Private room,125,2,10,7/30/2018,0.12,1,353,2019
693956,Green built home in Columbia City,3550436,Kerri,Columbia City,47.56253,-122.29244,Entire home/apt,150,7,1,11/28/2012,0.01,1,0,2019
699460,Ballard Artist's Studio,3587674,Patti And Benson,Adams,47.67169,-122.38524,Private room,95,2,240,8/15/2019,2.88,1,310,2019
703058,True Wallingford Craftsman,1611114,Craig,Wallingford,47.65243,-122.33785,Entire home/apt,165,2,149,8/4/2019,1.77,1,294,2019
704764,Elegant Vintage Craftsman Apartment With Garden,3620313,Catherine,North Queen Anne,47.64215,-122.36959,Entire home/apt,150,1,246,8/8/2019,3.03,1,144,2019
706385,Sky Cabin Apartment with Views,2070664,Gillian,Eastlake,47.64339,-122.32582,Entire home/apt,155,2,446,8/8/2019,5.39,1,78,2019
708774,Clean and Comfortable Eastlake/Lake Union 1 BR,316200,William,Eastlake,47.63897,-122.32489,Entire home/apt,105,30,127,8/10/2019,1.56,6,318,2019
710370,Waterfront Madison Park Villa,1121532,Kellie,Madison Park,47.63806,-122.27792,Entire home/apt,199,2,21,6/14/2019,0.32,7,322,2019
